GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items	Log10	Tissue	Direction_of_Effect
GO:0003723	MF	e	RNA binding	100/1190	1388/29107	2.833918238500061e-06	4	100	0.002159712497720775	190.0, 689.0, 821.0, 831.0, 1029.0, 1399.0, 1729.0, 1981.0, 1982.0, 2665.0, 2885.0, 2935.0, 3006.0, 3069.0, 3148.0, 3428.0, 4329.0, 4673.0, 4731.0, 4736.0, 5393.0, 5822.0, 6122.0, 6130.0, 6132.0, 6133.0, 6150.0, 6155.0, 6158.0, 6167.0, 6188.0, 6191.0, 6201.0, 6203.0, 6207.0, 6218.0, 6222.0, 6223.0, 6231.0, 6520.0, 6606.0, 6632.0, 6838.0, 7295.0, 7332.0, 7520.0, 7812.0, 7818.0, 8359.0, 8366.0, 8621.0, 8638.0, 8664.0, 8672.0, 8996.0, 9045.0, 9130.0, 9785.0, 10102.0, 10247.0, 10360.0, 10412.0, 10749.0, 10898.0, 11171.0, 22916.0, 22999.0, 23318.0, 23405.0, 23521.0, 23536.0, 23567.0, 25917.0, 26136.0, 26156.0, 26986.0, 27000.0, 27044.0, 51535.0, 54039.0, 54913.0, 55646.0, 55760.0, 55833.0, 57535.0, 64778.0, 64848.0, 65110.0, 81550.0, 84549.0, 84881.0, 84950.0, 91351.0, 113251.0, 115752.0, 117246.0, 140576.0, 144983.0, 317781.0, 100132406.0	2.665604058554531	Caudate	AA
GO:0005783	CC	e	endoplasmic reticulum	92/1190	1040/29107	3.026622589448431e-06	5	92	0.0007747006991593088	362.0, 821.0, 824.0, 831.0, 1384.0, 1717.0, 2010.0, 2040.0, 2132.0, 2264.0, 2322.0, 3107.0, 3134.0, 3140.0, 3460.0, 4257.0, 4923.0, 4938.0, 4988.0, 5045.0, 5130.0, 5283.0, 5578.0, 5861.0, 6188.0, 6342.0, 6646.0, 7052.0, 7060.0, 7095.0, 7466.0, 8372.0, 8516.0, 8692.0, 8760.0, 8878.0, 9117.0, 10130.0, 10439.0, 10463.0, 10483.0, 10558.0, 10613.0, 10652.0, 10668.0, 10749.0, 10956.0, 10981.0, 11001.0, 11261.0, 23509.0, 23585.0, 25825.0, 27230.0, 27348.0, 29800.0, 29940.0, 29979.0, 51201.0, 51246.0, 51257.0, 51594.0, 51703.0, 54499.0, 54511.0, 54867.0, 54982.0, 56005.0, 56605.0, 57222.0, 60481.0, 64714.0, 64848.0, 79087.0, 79844.0, 79947.0, 79993.0, 80235.0, 81671.0, 83440.0, 83787.0, 83857.0, 84650.0, 94101.0, 112609.0, 115817.0, 161291.0, 204219.0, 206358.0, 253558.0, 439921.0, 497661.0	3.1108660520868545	Caudate	AA
GO:0005789	CC	e	endoplasmic reticulum membrane	78/1190	973/29107	3.115560740671041e-06	4	78	0.0007747006991593088	537.0, 821.0, 966.0, 1717.0, 1798.0, 2132.0, 2329.0, 2475.0, 3140.0, 3429.0, 3460.0, 4257.0, 4599.0, 4779.0, 4948.0, 5130.0, 5281.0, 5283.0, 6646.0, 6717.0, 6836.0, 7466.0, 8605.0, 8760.0, 8818.0, 9117.0, 10130.0, 10175.0, 10483.0, 10490.0, 10558.0, 10613.0, 10956.0, 11001.0, 22931.0, 23169.0, 23204.0, 23256.0, 26002.0, 27230.0, 29800.0, 29927.0, 29940.0, 50640.0, 51075.0, 51201.0, 51226.0, 51246.0, 51257.0, 51465.0, 51594.0, 51703.0, 54511.0, 54867.0, 54982.0, 56605.0, 57535.0, 60481.0, 64285.0, 79022.0, 79054.0, 79087.0, 79844.0, 79947.0, 79993.0, 80235.0, 81671.0, 83440.0, 83787.0, 84650.0, 94005.0, 94101.0, 112609.0, 145447.0, 148229.0, 151742.0, 204219.0, 253558.0	3.1108660520868545	Caudate	AA
GO:0042802	MF	e	identical protein binding	110/1190	1494/29107	3.209244743100685e-06	3	110	0.002159712497720775	31.0, 146.0, 177.0, 307.0, 355.0, 362.0, 443.0, 567.0, 599.0, 817.0, 952.0, 1000.0, 1075.0, 1399.0, 1415.0, 1674.0, 1798.0, 1981.0, 2027.0, 2040.0, 2277.0, 2475.0, 2512.0, 2752.0, 2885.0, 2947.0, 3082.0, 3248.0, 3299.0, 3429.0, 3690.0, 3799.0, 4188.0, 4193.0, 4233.0, 4257.0, 4303.0, 4599.0, 4779.0, 4860.0, 4882.0, 4923.0, 5130.0, 5723.0, 6091.0, 6223.0, 6285.0, 6374.0, 6606.0, 6772.0, 7052.0, 7126.0, 7168.0, 7185.0, 7264.0, 7358.0, 7399.0, 7423.0, 8192.0, 8665.0, 8878.0, 8995.0, 8996.0, 9618.0, 9748.0, 9935.0, 10036.0, 10247.0, 10333.0, 10951.0, 23204.0, 25814.0, 27348.0, 29109.0, 29979.0, 50944.0, 51075.0, 51181.0, 51562.0, 53339.0, 53834.0, 54887.0, 54925.0, 54974.0, 55617.0, 55646.0, 56262.0, 57820.0, 58490.0, 63826.0, 64750.0, 79054.0, 79901.0, 80274.0, 80321.0, 83892.0, 84105.0, 84456.0, 85007.0, 85363.0, 112609.0, 113675.0, 126375.0, 128866.0, 135114.0, 137075.0, 196051.0, 200958.0, 202243.0, 283349.0	2.665604058554531	Caudate	AA
GO:0005524	MF	e	ATP binding	105/1190	1458/29107	3.420359159286295e-06	8	105	0.002159712497720775	31.0, 58.0, 92.0, 537.0, 817.0, 1160.0, 1769.0, 1981.0, 2264.0, 2322.0, 2475.0, 2710.0, 2752.0, 2868.0, 3098.0, 3702.0, 3795.0, 3799.0, 4067.0, 4139.0, 4172.0, 4233.0, 4645.0, 4833.0, 4881.0, 4882.0, 4938.0, 4940.0, 5210.0, 5578.0, 5583.0, 5613.0, 5747.0, 5979.0, 6093.0, 6259.0, 7332.0, 7443.0, 7520.0, 7525.0, 8195.0, 8317.0, 8458.0, 8621.0, 9263.0, 9578.0, 9748.0, 9785.0, 9917.0, 10000.0, 10114.0, 10588.0, 10667.0, 10693.0, 10730.0, 10749.0, 11001.0, 22861.0, 23075.0, 23170.0, 23395.0, 23405.0, 23729.0, 25809.0, 25865.0, 26153.0, 27348.0, 28996.0, 50640.0, 50808.0, 51231.0, 51465.0, 51703.0, 53904.0, 54802.0, 54974.0, 54981.0, 54986.0, 54988.0, 55681.0, 55687.0, 55760.0, 56171.0, 63826.0, 64005.0, 64127.0, 64848.0, 79611.0, 79784.0, 80179.0, 80222.0, 83549.0, 84930.0, 89795.0, 91351.0, 124602.0, 127602.0, 140803.0, 148229.0, 150094.0, 196883.0, 221458.0, 283459.0, 317781.0, 414328.0	2.665604058554531	Caudate	AA
GO:0070062	CC	e	extracellular exosome	191/1190	2169/29107	3.485902943344264e-06	6	191	0.0007747006991593088	58.0, 249.0, 280.0, 307.0, 355.0, 362.0, 378.0, 411.0, 486.0, 501.0, 537.0, 563.0, 567.0, 754.0, 781.0, 821.0, 824.0, 952.0, 966.0, 975.0, 976.0, 1075.0, 1272.0, 1293.0, 1378.0, 1499.0, 1674.0, 1968.0, 2027.0, 2037.0, 2040.0, 2059.0, 2132.0, 2195.0, 2495.0, 2512.0, 2665.0, 2710.0, 2752.0, 2778.0, 2787.0, 2799.0, 2885.0, 2947.0, 3107.0, 3133.0, 3248.0, 3250.0, 3339.0, 3688.0, 3690.0, 3692.0, 3795.0, 3912.0, 3915.0, 4067.0, 4218.0, 4249.0, 4482.0, 4645.0, 4736.0, 4860.0, 4907.0, 4969.0, 5045.0, 5049.0, 5175.0, 5226.0, 5274.0, 5393.0, 5578.0, 5583.0, 5641.0, 5689.0, 5693.0, 5708.0, 5786.0, 5795.0, 5800.0, 5861.0, 5865.0, 5878.0, 5899.0, 5908.0, 6051.0, 6122.0, 6155.0, 6158.0, 6188.0, 6191.0, 6203.0, 6207.0, 6222.0, 6223.0, 6231.0, 6282.0, 6387.0, 6451.0, 6517.0, 6520.0, 6557.0, 6611.0, 6693.0, 6697.0, 6717.0, 7052.0, 7060.0, 7264.0, 7280.0, 7295.0, 7296.0, 7348.0, 7358.0, 7473.0, 7525.0, 8345.0, 8350.0, 8352.0, 8359.0, 8366.0, 8499.0, 8611.0, 8741.0, 8751.0, 8754.0, 8826.0, 8857.0, 8878.0, 9045.0, 9289.0, 9578.0, 9687.0, 9696.0, 9748.0, 10015.0, 10095.0, 10130.0, 10247.0, 10627.0, 10752.0, 10791.0, 10875.0, 11001.0, 11043.0, 11098.0, 11140.0, 11167.0, 11190.0, 11261.0, 11280.0, 22949.0, 23318.0, 23405.0, 23433.0, 25797.0, 26986.0, 26994.0, 27044.0, 27348.0, 28970.0, 29800.0, 51181.0, 51762.0, 54039.0, 54414.0, 54825.0, 55020.0, 55276.0, 55748.0, 56954.0, 57402.0, 57447.0, 57535.0, 57826.0, 64005.0, 79017.0, 79784.0, 79901.0, 84418.0, 84617.0, 87769.0, 128866.0, 140576.0, 151742.0, 255743.0, 341640.0, 342372.0, 373156.0, 441531.0, 653689.0, 100037417.0	3.1108660520868545	Caudate	AA
GO:0016020	CC	e	membrane	177/1190	2120/29107	3.543497596921113e-06	2	177	0.0007747006991593088	190.0, 246.0, 249.0, 378.0, 567.0, 573.0, 754.0, 817.0, 821.0, 831.0, 886.0, 952.0, 966.0, 975.0, 976.0, 1003.0, 1075.0, 1272.0, 1499.0, 1639.0, 1687.0, 1717.0, 1793.0, 1798.0, 1981.0, 1982.0, 2010.0, 2027.0, 2040.0, 2132.0, 2277.0, 2280.0, 2475.0, 2512.0, 2620.0, 2665.0, 2778.0, 2787.0, 2975.0, 3082.0, 3107.0, 3134.0, 3241.0, 3428.0, 3554.0, 3662.0, 3688.0, 3799.0, 4172.0, 4249.0, 4599.0, 4600.0, 4673.0, 4736.0, 4907.0, 4938.0, 4940.0, 5045.0, 5708.0, 5786.0, 5908.0, 6130.0, 6132.0, 6133.0, 6155.0, 6158.0, 6188.0, 6191.0, 6201.0, 6203.0, 6207.0, 6218.0, 6222.0, 6223.0, 6231.0, 6259.0, 6302.0, 6342.0, 6507.0, 6517.0, 6520.0, 6557.0, 6646.0, 6693.0, 6717.0, 7095.0, 7423.0, 7520.0, 8266.0, 8350.0, 8352.0, 8359.0, 8366.0, 8460.0, 8519.0, 8546.0, 8605.0, 8611.0, 8638.0, 8664.0, 8665.0, 8741.0, 8760.0, 8828.0, 8996.0, 9045.0, 9631.0, 9785.0, 9827.0, 9902.0, 10000.0, 10015.0, 10527.0, 10730.0, 10981.0, 11118.0, 23204.0, 23332.0, 23339.0, 23509.0, 23521.0, 23527.0, 23530.0, 23531.0, 25814.0, 25825.0, 26092.0, 26156.0, 26503.0, 26986.0, 27044.0, 27229.0, 27333.0, 29109.0, 29842.0, 29927.0, 50640.0, 50944.0, 51390.0, 51557.0, 51594.0, 51703.0, 53947.0, 54511.0, 54918.0, 54982.0, 55129.0, 55297.0, 55540.0, 55613.0, 56262.0, 57222.0, 60481.0, 64005.0, 64072.0, 64090.0, 65065.0, 79087.0, 79649.0, 79784.0, 79902.0, 80777.0, 81671.0, 83440.0, 84830.0, 93380.0, 94005.0, 113251.0, 123606.0, 145447.0, 196883.0, 253558.0, 255743.0, 317781.0, 342372.0, 373156.0, 388325.0	3.1108660520868545	Caudate	AA
GO:0005654	CC	e	nucleoplasm	229/1190	3805/29107	4.667640663344903e-06	2	229	0.0007747006991593088	125.0, 190.0, 330.0, 571.0, 754.0, 817.0, 840.0, 900.0, 994.0, 1003.0, 1059.0, 1075.0, 1399.0, 1499.0, 1793.0, 1998.0, 2004.0, 2010.0, 2029.0, 2037.0, 2246.0, 2475.0, 2646.0, 2885.0, 2975.0, 3148.0, 3248.0, 3428.0, 3662.0, 3669.0, 3690.0, 3692.0, 3841.0, 4013.0, 4172.0, 4193.0, 4303.0, 4329.0, 4482.0, 4779.0, 4796.0, 4907.0, 4938.0, 4940.0, 5097.0, 5356.0, 5393.0, 5527.0, 5578.0, 5613.0, 5625.0, 5689.0, 5693.0, 5708.0, 5711.0, 5822.0, 5887.0, 5980.0, 6119.0, 6155.0, 6188.0, 6191.0, 6201.0, 6203.0, 6207.0, 6218.0, 6222.0, 6223.0, 6231.0, 6285.0, 6342.0, 6520.0, 6599.0, 6606.0, 6632.0, 6697.0, 6717.0, 6772.0, 6838.0, 6936.0, 7030.0, 7295.0, 7296.0, 7332.0, 7358.0, 7443.0, 7520.0, 7564.0, 7818.0, 8089.0, 8266.0, 8317.0, 8345.0, 8350.0, 8352.0, 8359.0, 8366.0, 8462.0, 8544.0, 8556.0, 8605.0, 8621.0, 8631.0, 8638.0, 8741.0, 8878.0, 9054.0, 9130.0, 9284.0, 9325.0, 9618.0, 9652.0, 9687.0, 9785.0, 9792.0, 9917.0, 9960.0, 10102.0, 10171.0, 10220.0, 10360.0, 10459.0, 10526.0, 10527.0, 10668.0, 10741.0, 10898.0, 10951.0, 22861.0, 22909.0, 22916.0, 22955.0, 23214.0, 23231.0, 23326.0, 23522.0, 23567.0, 25849.0, 25865.0, 26147.0, 26469.0, 27000.0, 27297.0, 28970.0, 28996.0, 29109.0, 29843.0, 29855.0, 29979.0, 51231.0, 51317.0, 51367.0, 51460.0, 51530.0, 51535.0, 51562.0, 51703.0, 51741.0, 51759.0, 51762.0, 53339.0, 54221.0, 54756.0, 54856.0, 54913.0, 54957.0, 55008.0, 55170.0, 55297.0, 55357.0, 55540.0, 55644.0, 55646.0, 55748.0, 55775.0, 56892.0, 56938.0, 57149.0, 57222.0, 57616.0, 57706.0, 57721.0, 58490.0, 64005.0, 64121.0, 64750.0, 64789.0, 64800.0, 65110.0, 65258.0, 65986.0, 79068.0, 79109.0, 79870.0, 79902.0, 80013.0, 81550.0, 83892.0, 84101.0, 84232.0, 84456.0, 84881.0, 84930.0, 84950.0, 85015.0, 85363.0, 92689.0, 94032.0, 114799.0, 116028.0, 116447.0, 117246.0, 121274.0, 126526.0, 147645.0, 202559.0, 221711.0, 284111.0, 285489.0, 378708.0, 387103.0, 388121.0, 399818.0, 401541.0, 440348.0, 653689.0, 728888.0, 100132247.0, 101059938.0	3.1108660520868545	Caudate	AA
GO:0005737	CC	e	cytoplasm	290/1190	4681/29107	5.050591615857467e-06	2	290	0.0007747006991593088	92.0, 147.0, 150.0, 190.0, 307.0, 330.0, 378.0, 571.0, 573.0, 754.0, 767.0, 817.0, 824.0, 831.0, 840.0, 900.0, 947.0, 994.0, 1000.0, 1029.0, 1030.0, 1499.0, 1639.0, 1687.0, 1729.0, 1793.0, 1806.0, 1968.0, 1981.0, 2010.0, 2029.0, 2246.0, 2280.0, 2475.0, 2495.0, 2512.0, 2646.0, 2665.0, 2752.0, 2868.0, 2885.0, 2944.0, 2947.0, 2948.0, 3069.0, 3148.0, 3248.0, 3669.0, 3688.0, 3692.0, 3795.0, 3965.0, 4067.0, 4139.0, 4188.0, 4193.0, 4303.0, 4482.0, 4599.0, 4600.0, 4645.0, 4673.0, 4745.0, 4796.0, 4860.0, 4938.0, 4940.0, 4948.0, 4953.0, 5049.0, 5074.0, 5393.0, 5578.0, 5583.0, 5613.0, 5641.0, 5649.0, 5723.0, 5747.0, 5817.0, 5865.0, 6091.0, 6093.0, 6122.0, 6130.0, 6188.0, 6203.0, 6223.0, 6259.0, 6282.0, 6285.0, 6387.0, 6451.0, 6525.0, 6599.0, 6606.0, 6717.0, 6772.0, 6817.0, 6840.0, 6904.0, 7030.0, 7054.0, 7126.0, 7185.0, 7280.0, 7286.0, 7295.0, 7296.0, 7332.0, 7399.0, 7443.0, 7461.0, 7941.0, 8195.0, 8266.0, 8303.0, 8317.0, 8499.0, 8518.0, 8544.0, 8556.0, 8631.0, 8638.0, 8675.0, 8692.0, 8741.0, 8790.0, 8826.0, 8878.0, 9232.0, 9325.0, 9364.0, 9578.0, 9618.0, 9637.0, 9652.0, 9731.0, 9748.0, 9792.0, 9863.0, 9960.0, 10000.0, 10114.0, 10247.0, 10360.0, 10464.0, 10561.0, 10588.0, 10640.0, 10652.0, 10667.0, 11043.0, 11078.0, 11101.0, 11140.0, 11165.0, 11170.0, 11171.0, 11261.0, 22885.0, 22916.0, 22949.0, 23007.0, 23075.0, 23170.0, 23214.0, 23318.0, 23339.0, 23405.0, 23521.0, 23567.0, 23729.0, 25809.0, 25814.0, 25865.0, 25941.0, 26469.0, 26472.0, 26986.0, 27000.0, 27044.0, 27249.0, 28996.0, 29109.0, 29842.0, 29843.0, 29979.0, 50808.0, 51002.0, 51088.0, 51231.0, 51477.0, 51557.0, 51741.0, 53904.0, 54039.0, 54221.0, 54434.0, 54499.0, 54800.0, 54970.0, 54981.0, 55062.0, 55109.0, 55256.0, 55573.0, 55613.0, 55617.0, 55644.0, 55646.0, 55742.0, 55775.0, 55786.0, 55833.0, 56892.0, 56938.0, 57179.0, 57447.0, 57826.0, 63826.0, 63940.0, 64005.0, 64097.0, 64121.0, 64127.0, 64333.0, 64750.0, 64780.0, 64901.0, 65110.0, 79068.0, 79109.0, 79649.0, 79745.0, 79870.0, 80150.0, 80179.0, 81551.0, 83549.0, 84101.0, 84224.0, 84232.0, 84253.0, 84288.0, 84617.0, 84790.0, 84930.0, 85015.0, 85021.0, 85363.0, 85459.0, 94134.0, 112752.0, 113246.0, 123803.0, 127253.0, 128866.0, 129049.0, 135114.0, 140576.0, 144983.0, 146547.0, 150094.0, 161725.0, 161931.0, 167838.0, 196883.0, 200030.0, 202243.0, 221458.0, 221477.0, 221687.0, 222166.0, 255275.0, 283349.0, 286077.0, 344657.0, 375743.0, 387119.0, 388121.0, 388677.0, 399818.0, 400961.0, 441951.0, 653689.0, 100037417.0, 100127983.0, 100132406.0, 101060226.0	3.1108660520868545	Caudate	AA
GO:0005886	CC	e	plasma membrane	285/1190	4487/29107	5.135639436524955e-06	3	285	0.0007747006991593088	40.0, 92.0, 125.0, 146.0, 147.0, 150.0, 177.0, 246.0, 249.0, 307.0, 355.0, 362.0, 378.0, 486.0, 567.0, 824.0, 886.0, 944.0, 947.0, 952.0, 966.0, 975.0, 976.0, 1000.0, 1003.0, 1308.0, 1378.0, 1499.0, 1687.0, 1729.0, 2027.0, 2037.0, 2040.0, 2059.0, 2195.0, 2264.0, 2322.0, 2359.0, 2537.0, 2675.0, 2752.0, 2787.0, 2859.0, 2885.0, 2900.0, 2909.0, 2917.0, 3069.0, 3107.0, 3133.0, 3134.0, 3140.0, 3269.0, 3339.0, 3460.0, 3554.0, 3655.0, 3688.0, 3690.0, 3702.0, 3749.0, 3821.0, 3960.0, 4062.0, 4067.0, 4126.0, 4139.0, 4193.0, 4218.0, 4233.0, 4257.0, 4482.0, 4544.0, 4881.0, 4882.0, 4907.0, 4923.0, 4940.0, 4988.0, 5045.0, 5049.0, 5074.0, 5097.0, 5130.0, 5133.0, 5175.0, 5257.0, 5578.0, 5583.0, 5649.0, 5747.0, 5786.0, 5795.0, 5800.0, 5817.0, 5829.0, 5865.0, 5878.0, 5899.0, 5908.0, 5979.0, 6000.0, 6006.0, 6051.0, 6091.0, 6093.0, 6188.0, 6259.0, 6507.0, 6517.0, 6520.0, 6545.0, 6549.0, 6557.0, 6693.0, 6752.0, 6836.0, 6840.0, 7052.0, 7473.0, 7520.0, 7525.0, 7812.0, 8325.0, 8372.0, 8492.0, 8516.0, 8519.0, 8605.0, 8611.0, 8631.0, 8692.0, 8751.0, 8826.0, 8828.0, 8995.0, 9077.0, 9263.0, 9332.0, 9364.0, 9478.0, 9578.0, 9618.0, 9696.0, 9827.0, 9843.0, 9863.0, 10114.0, 10130.0, 10156.0, 10333.0, 10385.0, 10410.0, 10666.0, 10752.0, 10791.0, 11001.0, 11031.0, 11118.0, 11119.0, 11120.0, 11261.0, 22808.0, 22829.0, 22918.0, 22925.0, 22931.0, 22999.0, 23007.0, 23075.0, 23214.0, 23256.0, 23433.0, 23620.0, 23643.0, 25759.0, 25814.0, 25825.0, 25849.0, 25865.0, 26136.0, 26503.0, 26996.0, 27255.0, 27297.0, 27328.0, 29979.0, 30817.0, 50838.0, 50856.0, 50944.0, 51181.0, 51201.0, 51390.0, 51557.0, 51703.0, 51741.0, 51762.0, 53826.0, 53834.0, 54221.0, 54434.0, 54756.0, 54798.0, 54918.0, 55129.0, 55256.0, 55353.0, 55357.0, 55540.0, 55573.0, 55620.0, 55644.0, 55740.0, 55742.0, 55775.0, 56262.0, 56892.0, 57535.0, 57616.0, 57655.0, 57826.0, 58494.0, 60598.0, 63826.0, 63940.0, 64005.0, 64127.0, 64750.0, 64780.0, 79054.0, 79068.0, 79109.0, 79180.0, 79901.0, 79932.0, 80144.0, 80274.0, 80731.0, 81671.0, 84106.0, 84189.0, 84232.0, 84418.0, 85021.0, 85459.0, 90134.0, 91419.0, 93380.0, 94121.0, 112609.0, 114798.0, 115557.0, 115752.0, 116337.0, 116372.0, 118426.0, 123606.0, 137075.0, 140576.0, 140803.0, 148229.0, 161253.0, 161291.0, 196051.0, 196264.0, 196883.0, 200958.0, 201780.0, 206358.0, 221477.0, 259294.0, 283349.0, 284111.0, 284348.0, 285489.0, 341350.0, 341640.0, 342372.0, 345274.0, 387804.0, 388121.0, 402778.0, 440279.0, 102723859.0	3.1108660520868545	Caudate	AA
GO:0005634	CC	e	nucleus	287/1190	5367/29107	5.337362519146067e-06	5	287	0.0007747006991593088	147.0, 190.0, 307.0, 330.0, 443.0, 501.0, 563.0, 571.0, 573.0, 689.0, 754.0, 794.0, 817.0, 824.0, 840.0, 900.0, 952.0, 994.0, 1029.0, 1030.0, 1059.0, 1499.0, 1639.0, 1674.0, 1729.0, 1981.0, 1998.0, 2004.0, 2018.0, 2195.0, 2246.0, 2322.0, 2475.0, 2495.0, 2752.0, 2885.0, 2909.0, 2947.0, 3006.0, 3069.0, 3148.0, 3166.0, 3299.0, 3428.0, 3486.0, 3662.0, 3669.0, 3690.0, 3692.0, 3702.0, 3841.0, 3965.0, 4067.0, 4172.0, 4188.0, 4193.0, 4257.0, 4303.0, 4599.0, 4600.0, 4673.0, 4736.0, 4779.0, 4860.0, 4938.0, 5074.0, 5130.0, 5136.0, 5160.0, 5226.0, 5356.0, 5393.0, 5516.0, 5527.0, 5613.0, 5689.0, 5693.0, 5708.0, 5747.0, 5887.0, 5980.0, 6122.0, 6130.0, 6133.0, 6155.0, 6188.0, 6201.0, 6203.0, 6207.0, 6222.0, 6259.0, 6282.0, 6285.0, 6387.0, 6451.0, 6599.0, 6606.0, 6632.0, 6656.0, 6772.0, 6840.0, 6936.0, 6939.0, 7030.0, 7052.0, 7054.0, 7126.0, 7280.0, 7295.0, 7332.0, 7358.0, 7443.0, 7461.0, 7520.0, 7553.0, 7564.0, 7581.0, 7762.0, 8031.0, 8089.0, 8195.0, 8266.0, 8317.0, 8345.0, 8350.0, 8352.0, 8359.0, 8366.0, 8462.0, 8518.0, 8544.0, 8621.0, 8826.0, 9054.0, 9130.0, 9232.0, 9263.0, 9325.0, 9355.0, 9618.0, 9652.0, 9683.0, 9785.0, 9792.0, 9831.0, 9863.0, 9878.0, 9925.0, 9935.0, 9960.0, 10000.0, 10036.0, 10095.0, 10114.0, 10229.0, 10247.0, 10459.0, 10463.0, 10464.0, 10732.0, 10951.0, 11078.0, 11098.0, 11101.0, 11165.0, 11170.0, 11171.0, 11261.0, 22861.0, 22909.0, 22916.0, 22955.0, 23075.0, 23099.0, 23170.0, 23214.0, 23216.0, 23405.0, 23408.0, 23521.0, 23522.0, 23567.0, 23786.0, 25865.0, 26092.0, 26136.0, 26147.0, 26469.0, 26986.0, 26994.0, 27000.0, 27044.0, 28970.0, 28996.0, 29109.0, 29842.0, 29843.0, 29855.0, 51002.0, 51181.0, 51231.0, 51460.0, 51465.0, 51530.0, 51741.0, 54039.0, 54807.0, 54856.0, 54925.0, 55170.0, 55256.0, 55336.0, 55644.0, 55646.0, 55742.0, 55775.0, 55786.0, 55833.0, 56892.0, 56938.0, 57447.0, 57593.0, 57616.0, 57721.0, 58490.0, 60386.0, 64121.0, 64750.0, 64789.0, 64848.0, 64854.0, 65110.0, 65986.0, 79003.0, 79068.0, 79175.0, 79745.0, 79800.0, 80150.0, 81550.0, 84101.0, 84105.0, 84232.0, 84456.0, 84498.0, 84527.0, 84617.0, 84671.0, 84790.0, 84930.0, 84950.0, 85012.0, 85015.0, 90338.0, 91133.0, 114971.0, 121274.0, 123803.0, 126375.0, 126526.0, 128866.0, 135114.0, 139735.0, 140576.0, 140597.0, 145873.0, 146050.0, 147687.0, 148206.0, 150094.0, 161725.0, 162966.0, 162968.0, 199777.0, 202559.0, 222696.0, 253639.0, 256309.0, 282890.0, 283078.0, 285268.0, 317781.0, 399818.0, 401541.0, 441951.0, 642273.0, 644815.0	3.1108660520868545	Caudate	AA
GO:0042612	CC	e	MHC class I protein complex	5/1190	8/29107	5.721342592519012e-06	5	5	0.0007747006991593088	567.0, 3107.0, 3133.0, 3134.0, 3140.0	3.1108660520868545	Caudate	AA
